city,state_id,state_name,lat,lng
Aaronsburg,PA,Pennsylvania,40.9042,-77.4513
Abanda,AL,Alabama,33.0926,-85.5253
Abbeville,LA,Louisiana,29.975,-92.1265
Abbeville,SC,South Carolina,34.1787,-82.3774
Abbeville,GA,Georgia,31.9925,-83.3068
Abbeville,AL,Alabama,31.5664,-85.2528
Abbeville,MS,Mississippi,34.5034,-89.5025
Abbotsford,WI,Wisconsin,44.9432,-90.3169
Abbott,TX,Texas,31.8869,-97.08
Abbottstown,PA,Pennsylvania,39.8843,-76.9888
Abbyville,KS,Kansas,37.9704,-98.2028
Abercrombie,ND,North Dakota,46.4471,-96.7294
Aberdeen,WA,Washington,46.9757,-123.8094
Aberdeen,SD,South Dakota,45.4646,-98.468
Aberdeen,MD,Maryland,39.5146,-76.173
Aberdeen,NC,North Carolina,35.135,-79.4326
Aberdeen,MS,Mississippi,33.8287,-88.5539
Aberdeen,ID,Idaho,42.9441,-112.8384
Aberdeen,OH,Ohio,38.6714,-83.7705
Aberdeen,IN,Indiana,41.4418,-87.1166
Aberdeen Gardens,WA,Washington,47.0587,-123.7791
Aberdeen Proving Ground,MD,Maryland,39.4673,-76.1308
Abernathy,TX,Texas,33.8389,-101.823
Abeytas,NM,New Mexico,34.4652,-106.8137
Abie,NE,Nebraska,41.3339,-96.9495
Abilene,TX,Texas,32.4543,-99.7384
Abilene,KS,Kansas,38.9229,-97.2251
Abingdon,VA,Virginia,36.7089,-81.9713
Abingdon,IL,Illinois,40.8039,-90.401
Abiquiu,NM,New Mexico,36.2017,-106.3239
Abita Springs,LA,Louisiana,30.4761,-90.0292
Abram,TX,Texas,26.2182,-98.4181
Abrams,WI,Wisconsin,44.7796,-88.0605
Absarokee,MT,Montana,45.5242,-109.4474
Absecon,NJ,New Jersey,39.4228,-74.4944
Acacia Villas,FL,Florida,26.6457,-80.1104
Acalanes Ridge,CA,California,37.9046,-122.0786
Acampo,CA,California,38.1735,-121.2798
Accident,MD,Maryland,39.6257,-79.32
Accokeek,MD,Maryland,38.6745,-77.0023
Accomac,VA,Virginia,37.7196,-75.6674
Accord,NY,New York,41.7972,-74.2319
Accoville,WV,West Virginia,37.7652,-81.827
Aceitunas,PR,Puerto Rico,18.4455,-67.0669
Acequia,ID,Idaho,42.6688,-113.5968
Achille,OK,Oklahoma,33.8346,-96.39
Ackerly,TX,Texas,32.5251,-101.7158
Ackerman,MS,Mississippi,33.311,-89.1711
Ackermanville,PA,Pennsylvania,40.835,-75.2226
Ackley,IA,Iowa,42.5519,-93.0526
Ackworth,IA,Iowa,41.3642,-93.4723
Acme,WA,Washington,48.7145,-122.2293
Acomita Lake,NM,New Mexico,35.066,-107.6173
Acres Green,CO,Colorado,39.5558,-104.8958
Acton,CA,California,34.4956,-118.1857
Acushnet Center,MA,Massachusetts,41.685,-70.9065
Acworth,GA,Georgia,34.0566,-84.6715
Ada,OK,Oklahoma,34.7683,-96.6689
Ada,OH,Ohio,40.7681,-83.8253
Ada,MN,Minnesota,47.2992,-96.5165
Ada,KS,Kansas,39.1622,-97.886
Adair,OK,Oklahoma,36.4366,-95.2727
Adair,IA,Iowa,41.5004,-94.6434
Adair,IL,Illinois,40.4183,-90.4974
Adair Village,OR,Oregon,44.6707,-123.2159
Adairsville,GA,Georgia,34.3708,-84.9211
Adairville,KY,Kentucky,36.671,-86.856
Adak,AK,Alaska,51.8815,-176.6295
Adams,WI,Wisconsin,43.9554,-89.8169
Adams,MN,Minnesota,43.5654,-92.719
Adams,TN,Tennessee,36.5826,-87.0634
Adams,NE,Nebraska,40.4571,-96.5127
Adams,OR,Oregon,45.7663,-118.5641
Adams,ND,North Dakota,48.4202,-98.0737
Adams Center,NY,New York,43.8616,-76.0001
Adamsburg,PA,Pennsylvania,40.3124,-79.6542
Adamstown,MD,Maryland,39.3065,-77.4668
Adamstown,PA,Pennsylvania,40.2417,-76.0608
Adamsville,AL,Alabama,33.6063,-86.9745
Adamsville,TN,Tennessee,35.2563,-88.3862
Adamsville,OH,Ohio,40.0689,-81.8826
Adamsville,PA,Pennsylvania,41.5114,-80.3705
Addieville,IL,Illinois,38.3913,-89.4865
Addington,OK,Oklahoma,34.2431,-97.9661
Addis,LA,Louisiana,30.3652,-91.2659
Addison,IL,Illinois,41.9314,-88.0085
Addison,TX,Texas,32.959,-96.8355
Addison,AL,Alabama,34.2017,-87.1765
Addison,WV,West Virginia,38.4782,-80.4082
Addison,MI,Michigan,41.9862,-84.3491
Addy,WA,Washington,48.3588,-117.8372
Addyston,OH,Ohio,39.1371,-84.7104
Adel,GA,Georgia,31.1272,-83.4232
Adel,IA,Iowa,41.6121,-94.0129
Adelanto,CA,California,34.5815,-117.4397
Adeline,IL,Illinois,42.1405,-89.4918
Adelino,NM,New Mexico,34.7066,-106.7302
Adell,WI,Wisconsin,43.6214,-87.9482
Adelphi,MD,Maryland,39.0017,-76.9649
Adelphi,OH,Ohio,39.4647,-82.7456
Adena,OH,Ohio,40.2166,-80.8762
Adin,CA,California,41.1964,-120.9494
Adjuntas,PR,Puerto Rico,18.1638,-66.7235
Admire,KS,Kansas,38.641,-96.102
Adona,AR,Arkansas,35.0399,-92.8991
Adrian,MI,Michigan,41.8994,-84.0446
Adrian,MO,Missouri,38.396,-94.3498
Adrian,MN,Minnesota,43.6332,-95.933
Adrian,GA,Georgia,32.5306,-82.592
Adrian,OR,Oregon,43.7408,-117.0709
Adrian,TX,Texas,35.2742,-102.6671
Advance,MO,Missouri,37.1038,-89.9119
Advance,NC,North Carolina,35.9468,-80.4045
Advance,IN,Indiana,39.9956,-86.6199
Advance,MI,Michigan,45.2161,-85.0807
Adwolf,VA,Virginia,36.793,-81.5927
Aetna Estates,CO,Colorado,39.7382,-104.6734
Affton,MO,Missouri,38.5499,-90.3264
Afton,MN,Minnesota,44.9042,-92.8174
Afton,WY,Wyoming,42.7271,-110.9315
Afton,OK,Oklahoma,36.6965,-94.9579
Afton,IA,Iowa,41.0276,-94.1954
Agar,SD,South Dakota,44.8398,-100.0734
Agawam,MA,Massachusetts,42.0657,-72.6526
Agency,MO,Missouri,39.6698,-94.7587
Agency,IA,Iowa,40.9975,-92.3072
Agency Village,SD,South Dakota,45.5808,-97.0831
Agenda,KS,Kansas,39.7066,-97.4322
Ages,KY,Kentucky,36.8569,-83.2426
Agoura Hills,CA,California,34.151,-118.7608
Agra,OK,Oklahoma,35.895,-96.8702
Agra,KS,Kansas,39.7613,-99.1194
Agua Dulce,CA,California,34.5044,-118.316
Agua Dulce,TX,Texas,31.6549,-106.1369
Agua Fria,NM,New Mexico,35.6615,-106.0149
Aguada,PR,Puerto Rico,18.3804,-67.1884
Aguadilla,PR,Puerto Rico,18.4382,-67.1536
Aguanga,CA,California,33.4522,-116.8555
Aguas Buenas,PR,Puerto Rico,18.2573,-66.1062
Aguas Claras,PR,Puerto Rico,18.2447,-65.6662
Aguila,AZ,Arizona,33.9376,-113.1665
Aguilar,CO,Colorado,37.4036,-104.655
Aguilita,PR,Puerto Rico,18.0284,-66.5331
Ahmeek,MI,Michigan,47.2984,-88.3972
Ahoskie,NC,North Carolina,36.2843,-76.9898
Ahtanum,WA,Washington,46.5583,-120.611
Ahuimanu,HI,Hawaii,21.4379,-157.8404
Ahwahnee,CA,California,37.3652,-119.7194
Aibonito,PR,Puerto Rico,18.1398,-66.2659
Aiea,HI,Hawaii,21.3865,-157.9232
Aiken,SC,South Carolina,33.531,-81.7268
Ailey,GA,Georgia,32.1882,-82.5699
Ainaloa,HI,Hawaii,19.5214,-154.9944
Ainsworth,NE,Nebraska,42.5485,-99.8574
Ainsworth,IA,Iowa,41.29,-91.5545
Air Force Academy,CO,Colorado,38.9942,-104.8639
Airmont,NY,New York,41.0992,-74.099
Airport,CA,California,37.6324,-120.9774
Airport Drive,MO,Missouri,37.1406,-94.5162
Airport Heights,TX,Texas,26.4087,-98.8366
Airport Road Addition,TX,Texas,27.219,-98.0981
Airway Heights,WA,Washington,47.646,-117.5792
Aitkin,MN,Minnesota,46.5289,-93.7067
Ajo,AZ,Arizona,32.3923,-112.8839
Akaska,SD,South Dakota,45.3309,-100.1207
Ak-Chin Village,AZ,Arizona,33.0197,-112.0808
Akeley,MN,Minnesota,47.0005,-94.728
Akhiok,AK,Alaska,56.945,-154.2151
Akiachak,AK,Alaska,60.9209,-161.402
Akiak,AK,Alaska,60.9061,-161.2122
Akins,OK,Oklahoma,35.5043,-94.67
Akron,OH,Ohio,41.0798,-81.5219
Akron,PA,Pennsylvania,40.158,-76.2031
Akron,NY,New York,43.0179,-78.4978
Akron,CO,Colorado,40.1635,-103.2202
Akron,IA,Iowa,42.8268,-96.5571
Akron,IN,Indiana,41.0388,-86.0249
Akron,MI,Michigan,43.5667,-83.5143
Akron,AL,Alabama,32.8785,-87.7429
Akutan,AK,Alaska,54.1594,-165.7328
Alabaster,AL,Alabama,33.2198,-86.8225
Alachua,FL,Florida,29.7778,-82.4831
Alafaya,FL,Florida,28.5278,-81.1865
Alakanuk,AK,Alaska,62.6902,-164.6305
Alamance,NC,North Carolina,36.0285,-79.4891
Alameda,CA,California,37.767,-122.2672
Alamillo,NM,New Mexico,34.2519,-106.9158
Alamo,TX,Texas,26.1811,-98.1177
Alamo,CA,California,37.8546,-122.013
Alamo,GA,Georgia,32.1469,-82.7798
Alamo,TN,Tennessee,35.783,-89.1168
Alamo,NV,Nevada,37.3648,-115.163
Alamo,NM,New Mexico,34.4184,-107.5125
Alamo,ND,North Dakota,48.5825,-103.4677
Alamo,IN,Indiana,39.9834,-87.0552
Alamo Heights,TX,Texas,29.4828,-98.4682
Alamo Lake,AZ,Arizona,34.2588,-113.5079
Alamogordo,NM,New Mexico,32.8837,-105.9624
Alamosa,CO,Colorado,37.4751,-105.8769
Alamosa East,CO,Colorado,37.4767,-105.8397
Alanson,MI,Michigan,45.4425,-84.7871
Alapaha,GA,Georgia,31.3832,-83.2237
Alatna,AK,Alaska,66.5638,-152.8385
Alba,TX,Texas,32.7906,-95.6343
Alba,MO,Missouri,37.2372,-94.4175
Alba,MI,Michigan,44.9786,-84.9695
Alba,PA,Pennsylvania,41.7059,-76.8277
Albany,NY,New York,42.6664,-73.7987
Albany,GA,Georgia,31.5776,-84.1762
Albany,OR,Oregon,44.6274,-123.0966
Albany,CA,California,37.8898,-122.3018
Albany,MN,Minnesota,45.6284,-94.5677
Albany,IN,Indiana,40.3056,-85.2331
Albany,KY,Kentucky,36.6906,-85.1353
Albany,TX,Texas,32.7272,-99.2956
Albany,MO,Missouri,40.2479,-94.3335
Albany,LA,Louisiana,30.4996,-90.584
Albany,WI,Wisconsin,42.7069,-89.4367
Albany,OH,Ohio,39.2245,-82.1977
Albany,IL,Illinois,41.7861,-90.2164
Albany,OK,Oklahoma,33.8769,-96.16
Albany,WY,Wyoming,41.1868,-106.1255
Albee,SD,South Dakota,45.0513,-96.5535
Albemarle,NC,North Carolina,35.3594,-80.1915
Albers,IL,Illinois,38.5452,-89.6142
Albert,KS,Kansas,38.454,-99.0112
Albert City,IA,Iowa,42.7816,-94.9491
Albert Lea,MN,Minnesota,43.6547,-93.3642
Alberta,VA,Virginia,36.8552,-77.8937
Alberta,MN,Minnesota,45.5749,-96.0505
Alberton,MT,Montana,47.0037,-114.4817
Albertson,NY,New York,40.7715,-73.6482
Albertville,AL,Alabama,34.2634,-86.2107
Albertville,MN,Minnesota,45.2364,-93.6618
Albia,IA,Iowa,41.0272,-92.8039
Albin,WY,Wyoming,41.4174,-104.1019
Albion,MI,Michigan,42.2478,-84.7572
Albion,NY,New York,43.246,-78.1902
Albion,PA,Pennsylvania,41.8904,-80.3641
Albion,IN,Indiana,41.3966,-85.4187
Albion,IL,Illinois,38.3767,-88.0579
Albion,NE,Nebraska,41.6872,-97.9987
Albion,WA,Washington,46.7916,-117.2511
Albion,IA,Iowa,42.1125,-92.9887
Albion,ID,Idaho,42.4099,-113.5806
Albion,CA,California,39.2256,-123.7564
Albion,OK,Oklahoma,34.6623,-95.0992
Albright,WV,West Virginia,39.4937,-79.6399
Albrightsville,PA,Pennsylvania,41.0117,-75.6068
Albuquerque,NM,New Mexico,35.1053,-106.6464
Alburnett,IA,Iowa,42.1492,-91.621
Alburtis,PA,Pennsylvania,40.509,-75.6001
Alcalde,NM,New Mexico,36.0854,-106.0575
Alcan Border,AK,Alaska,62.6727,-141.1321
Alcester,SD,South Dakota,43.0231,-96.6279
Alcoa,TN,Tennessee,35.8073,-83.9752
Alcolu,SC,South Carolina,33.7547,-80.2221
Alcorn State University,MS,Mississippi,31.8804,-91.1407
Alda,NE,Nebraska,40.8666,-98.4679
Aldan,PA,Pennsylvania,39.9224,-75.2881
Alden,IA,Iowa,42.5114,-93.38
Alden,MN,Minnesota,43.6695,-93.5735
Alden,KS,Kansas,38.2438,-98.3117
Alden,MI,Michigan,44.8792,-85.273
Alder,WA,Washington,46.7872,-122.2666
Alder,MT,Montana,45.3216,-112.1093
Alderpoint,CA,California,40.1614,-123.6157
Alderson,WV,West Virginia,37.7277,-80.6436
Alderson,OK,Oklahoma,34.9008,-95.69
Alderton,WA,Washington,47.1718,-122.2192
Alderwood Manor,WA,Washington,47.8147,-122.2672
Aldine,TX,Texas,29.9122,-95.3785
Aldora,GA,Georgia,33.0509,-84.1759
Aldrich,MO,Missouri,37.5489,-93.5512
Aldrich,MN,Minnesota,46.3747,-94.9394
Aledo,TX,Texas,32.6973,-97.607
Aledo,IL,Illinois,41.1984,-90.7459
Aleknagik,AK,Alaska,59.2946,-158.6896
Aleneva,AK,Alaska,58.059,-152.9091
Alex,OK,Oklahoma,34.9227,-97.7763
Alexander,AR,Arkansas,34.6185,-92.4512
Alexander,ND,North Dakota,47.8393,-103.6426
Alexander,IA,Iowa,42.8044,-93.4786
Alexander,KS,Kansas,38.4694,-99.5529
Alexander City,AL,Alabama,32.9242,-85.9361
Alexandria,VA,Virginia,38.8185,-77.0861
Alexandria,LA,Louisiana,31.2923,-92.4702
Alexandria,MN,Minnesota,45.8777,-95.3766
Alexandria,KY,Kentucky,38.9621,-84.386
Alexandria,IN,Indiana,40.2584,-85.676
Alexandria,AL,Alabama,33.7675,-85.8792
Alexandria,TN,Tennessee,36.0791,-86.0381
Alexandria,SD,South Dakota,43.654,-97.7799
Alexandria,OH,Ohio,40.0901,-82.612
Alexandria,PA,Pennsylvania,40.5582,-78.0994
Alexandria,NE,Nebraska,40.2475,-97.3877
Alexandria,MO,Missouri,40.3598,-91.4595
Alexandria Bay,NY,New York,44.34,-75.9161
Alexis,IL,Illinois,41.063,-90.5555
Alfarata,PA,Pennsylvania,40.6619,-77.4559
Alford,FL,Florida,30.6967,-85.3952
Alfordsville,IN,Indiana,38.5608,-86.9482
Alfred,TX,Texas,27.8742,-97.9799
Alger,OH,Ohio,40.7096,-83.8441
Alger,WA,Washington,48.6176,-122.3369
Algodones,NM,New Mexico,35.3802,-106.4731
Algoma,WI,Wisconsin,44.6057,-87.4465
Algoma,MS,Mississippi,34.1788,-89.0336
Algona,IA,Iowa,43.0743,-94.2302
Algona,WA,Washington,47.2819,-122.2504
Algonac,MI,Michigan,42.6208,-82.534
Algonquin,IL,Illinois,42.1629,-88.3159
Algonquin,MD,Maryland,38.5839,-76.0978
Algood,TN,Tennessee,36.1999,-85.4467
Alhambra,CA,California,34.084,-118.1355
Alhambra,IL,Illinois,38.8878,-89.7361
Alhambra Valley,CA,California,37.9665,-122.132
Ali Chuk,AZ,Arizona,31.8169,-112.5584
Ali Chukson,AZ,Arizona,31.9115,-111.8016
Ali Molina,AZ,Arizona,31.9025,-111.7805
Alianza,PR,Puerto Rico,18.4533,-66.8556
Alice,TX,Texas,27.7556,-98.0653
Alice,ND,North Dakota,46.76,-97.5562
Alice Acres,TX,Texas,27.7119,-98.108
Aliceville,AL,Alabama,33.1237,-88.1594
Alicia,AR,Arkansas,35.8929,-91.0835
Aline,OK,Oklahoma,36.5096,-98.4486
Aliquippa,PA,Pennsylvania,40.6155,-80.2547
Aliso Viejo,CA,California,33.5792,-117.7289
Allakaket,AK,Alaska,66.5506,-152.627
Allardt,TN,Tennessee,36.3811,-84.8814
Allegan,MI,Michigan,42.5299,-85.8462
Alleghany,CA,California,39.4666,-120.841
Alleghenyville,PA,Pennsylvania,40.2327,-75.9762
Alleman,IA,Iowa,41.8158,-93.6094
Allen,TX,Texas,33.1088,-96.6735
Allen,OK,Oklahoma,34.8774,-96.413
Allen,SD,South Dakota,43.2792,-101.9265
Allen,MD,Maryland,38.2886,-75.6904
Allen,NE,Nebraska,42.4144,-96.8432
Allen,MI,Michigan,41.9584,-84.7673
Allen,KS,Kansas,38.6552,-96.1696
Allen,KY,Kentucky,37.6119,-82.7292
Allen Park,MI,Michigan,42.2595,-83.2107
Allendale,MI,Michigan,42.9851,-85.9509
Allendale,NJ,New Jersey,41.0333,-74.1333
Allendale,SC,South Carolina,33.008,-81.3092
Allendale,CA,California,38.4426,-121.9814
Allendale,IL,Illinois,38.5276,-87.7102
Allendale,MO,Missouri,40.4853,-94.2887
Allenhurst,GA,Georgia,31.7839,-81.6078
Allenhurst,NJ,New Jersey,40.2362,-74.0017
Allenport,PA,Pennsylvania,40.3686,-77.8707
Allenspark,CO,Colorado,40.2099,-105.5112
Allensville,PA,Pennsylvania,40.5331,-77.8141
Allensville,KY,Kentucky,36.7163,-87.0683
Allensworth,CA,California,35.8498,-119.3893
Allenton,WI,Wisconsin,43.4204,-88.3443
Allentown,PA,Pennsylvania,40.5961,-75.4756
Allentown,NJ,New Jersey,40.1777,-74.5873
Allentown,FL,Florida,30.7744,-87.0822
Allentown,GA,Georgia,32.5855,-83.2273
Allenville,IL,Illinois,39.5585,-88.5383
Allenville,MO,Missouri,37.2217,-89.7555
Allenwood,NJ,New Jersey,40.1384,-74.1032
Allenwood,PA,Pennsylvania,41.1081,-76.8981
Allerton,IA,Iowa,40.7077,-93.3689
Allerton,IL,Illinois,39.9161,-87.9353
Allgood,AL,Alabama,33.9064,-86.5178
Alliance,OH,Ohio,40.9107,-81.1189
Alliance,NE,Nebraska,42.1025,-102.8766
Alliance,NC,North Carolina,35.1435,-76.8084
Alligator,MS,Mississippi,34.0899,-90.7205
Allison,IA,Iowa,42.752,-92.7957
Allison,PA,Pennsylvania,39.9853,-79.8732
Allison Park,PA,Pennsylvania,40.573,-79.9603
Allisonia,VA,Virginia,36.9342,-80.7255
Allouez,WI,Wisconsin,44.4721,-88.0261
Allport,PA,Pennsylvania,40.966,-78.2065
Allport,AR,Arkansas,34.5399,-91.784
Allyn,WA,Washington,47.3863,-122.8386
Alma,MI,Michigan,43.38,-84.6556
Alma,AR,Arkansas,35.4919,-94.2165
Alma,GA,Georgia,31.5432,-82.4745
Alma,NE,Nebraska,40.1036,-99.3656
Alma,KS,Kansas,39.0151,-96.2873
Alma,WI,Wisconsin,44.3371,-91.9223
Alma,TX,Texas,32.2813,-96.5506
Alma,MO,Missouri,39.0964,-93.5478
Alma,CO,Colorado,39.2861,-106.0676
Alma,IL,Illinois,38.723,-88.9117
Alma Center,WI,Wisconsin,44.437,-90.9128
Almedia,PA,Pennsylvania,41.0144,-76.385
Almena,WI,Wisconsin,45.4149,-92.0384
Almena,KS,Kansas,39.8912,-99.7097
Almira,WA,Washington,47.7107,-118.9368
Almond,WI,Wisconsin,44.2607,-89.4087
Almont,MI,Michigan,42.9208,-83.0435
Almont,ND,North Dakota,46.7283,-101.5027
Almyra,AR,Arkansas,34.4057,-91.4108
Aloha,OR,Oregon,45.492,-122.8726
Alondra Park,CA,California,33.8885,-118.335
Alorton,IL,Illinois,38.585,-90.1139
Alpaugh,CA,California,35.8876,-119.4873
Alpena,MI,Michigan,45.074,-83.4399
Alpena,AR,Arkansas,36.2896,-93.3037
Alpena,SD,South Dakota,44.183,-98.3683
Alpha,NJ,New Jersey,40.6598,-75.1571
Alpha,IL,Illinois,41.1917,-90.3802
Alpha,MI,Michigan,46.044,-88.3776
Alpha,MN,Minnesota,43.6381,-94.871
Alpharetta,GA,Georgia,34.0704,-84.2739
Alpine,CA,California,32.8439,-116.7585
Alpine,UT,Utah,40.4629,-111.7724
Alpine,TX,Texas,30.364,-103.665
Alpine,NJ,New Jersey,40.9615,-73.9199
Alpine,WY,Wyoming,43.1631,-111.0196
Alpine,CO,Colorado,37.6877,-106.586
Alpine,OR,Oregon,44.3307,-123.3625
Alpine,AZ,Arizona,33.846,-109.1431
Alpine Northeast,WY,Wyoming,43.1941,-111.0073
Alpine Northwest,WY,Wyoming,43.1816,-111.0344
Alpine Village,CA,California,38.7856,-119.8009
Alsace Manor,PA,Pennsylvania,40.3973,-75.8547
Alsea,OR,Oregon,44.3818,-123.5958
Alsen,ND,North Dakota,48.6303,-98.7048
Alsey,IL,Illinois,39.5593,-90.4329
Alsip,IL,Illinois,41.6701,-87.7368
Alston,GA,Georgia,32.081,-82.4789
Alta,IA,Iowa,42.6717,-95.3045
Alta,CA,California,39.2138,-120.8033
Alta,WY,Wyoming,43.7737,-111.0312
Alta,UT,Utah,40.5818,-111.6229
Alta Sierra,CA,California,39.1237,-121.0523
Alta Vista,KS,Kansas,38.8628,-96.4889
Alta Vista,IA,Iowa,43.1967,-92.417
Altadena,CA,California,34.1928,-118.1345
Altamahaw,NC,North Carolina,36.1868,-79.5051
Altamont,OR,Oregon,42.1981,-121.7249
Altamont,IL,Illinois,39.057,-88.7474
Altamont,NY,New York,42.7055,-74.034
Altamont,TN,Tennessee,35.4325,-85.7433
Altamont,KS,Kansas,37.1876,-95.2897
Altamont,PA,Pennsylvania,40.785,-76.217
Altamont,UT,Utah,40.359,-110.288
Altamont,MO,Missouri,39.8885,-94.0867
Altamont,SD,South Dakota,44.8408,-96.6901
Altamonte Springs,FL,Florida,28.6615,-81.3953
Altavista,VA,Virginia,37.1232,-79.2858
Altenburg,MO,Missouri,37.6304,-89.586
Altha,FL,Florida,30.5722,-85.1264
Altheimer,AR,Arkansas,34.3242,-91.8481
Altmar,NY,New York,43.511,-76.0037
Alto,TX,Texas,31.6509,-95.0708
Alto,GA,Georgia,34.4649,-83.5727
Alto,CA,California,37.9056,-122.5186
Alto Bonito Heights,TX,Texas,26.3158,-98.6413
Alto Pass,IL,Illinois,37.5737,-89.3192
Alton,IL,Illinois,38.9034,-90.1523
Alton,TX,Texas,26.2884,-98.3098
Alton,IA,Iowa,42.9876,-96.0095
Alton,MO,Missouri,36.6901,-91.3947
Alton,UT,Utah,37.4303,-112.5061
Alton,KS,Kansas,39.4678,-98.9486
Alton,IN,Indiana,38.1211,-86.4195
Altona,CO,Colorado,40.1254,-105.2923
Altona,IL,Illinois,41.115,-90.1648
Altona,IN,Indiana,41.3522,-85.1526
Altoona,PA,Pennsylvania,40.5082,-78.4007
Altoona,IA,Iowa,41.6481,-93.4784
Altoona,WI,Wisconsin,44.8029,-91.4385
Altoona,AL,Alabama,34.031,-86.3181
Altoona,KS,Kansas,37.525,-95.6614
Altoona,FL,Florida,28.9681,-81.6482
Altoona,WA,Washington,46.2699,-123.6144
Altura,MN,Minnesota,44.0642,-91.9435
Alturas,FL,Florida,27.8419,-81.6952
Alturas,CA,California,41.4898,-120.5516
Altus,OK,Oklahoma,34.6566,-99.3051
Altus,AR,Arkansas,35.4465,-93.7643
Alum Creek,WV,West Virginia,38.2876,-81.833
Alum Rock,CA,California,37.3695,-121.8241
Alva,OK,Oklahoma,36.7892,-98.6648
Alva,FL,Florida,26.7188,-81.6269
Alvan,IL,Illinois,40.307,-87.6069
Alvarado,TX,Texas,32.4068,-97.2149
Alvarado,MN,Minnesota,48.1929,-96.9985
Alvin,TX,Texas,29.3871,-95.2933
Alvo,NE,Nebraska,40.8723,-96.3867
Alvord,TX,Texas,33.3569,-97.696
Alvord,IA,Iowa,43.3418,-96.3026
Alvordton,OH,Ohio,41.6646,-84.4347
Alzada,MT,Montana,45.0206,-104.4129
Ama,LA,Louisiana,29.944,-90.2967
Amada Acres,TX,Texas,26.3433,-98.7393
Amado,AZ,Arizona,31.6968,-111.0583
Amador City,CA,California,38.419,-120.8232
Amagansett,NY,New York,40.9844,-72.1326
Amagon,AR,Arkansas,35.5632,-91.1094
Amalga,UT,Utah,41.8565,-111.8974
Amana,IA,Iowa,41.8025,-91.8741
Amanda,OH,Ohio,39.6501,-82.7422
Amanda Park,WA,Washington,47.4532,-123.9194
Amargosa,TX,Texas,27.8916,-98.1086
Amarillo,TX,Texas,35.1988,-101.8311
Amasa,MI,Michigan,46.2295,-88.4579
Amaya,TX,Texas,28.7121,-99.8353
Amazonia,MO,Missouri,39.8888,-94.8926
Amber,OK,Oklahoma,35.1602,-97.882
Amberg,WI,Wisconsin,45.5062,-87.9874
Amberley,OH,Ohio,39.2035,-84.4283
Ambia,IN,Indiana,40.4894,-87.5165
Ambler,PA,Pennsylvania,40.1564,-75.2215
Ambler,AK,Alaska,67.0897,-157.8725
Amboy,IL,Illinois,41.7288,-89.3686
Amboy,WA,Washington,45.9122,-122.4796
Amboy,MN,Minnesota,43.888,-94.1582
Amboy,IN,Indiana,40.6017,-85.9271
Ambridge,PA,Pennsylvania,40.5922,-80.2265
Ambrose,GA,Georgia,31.5944,-83.0137
Ambrose,ND,North Dakota,48.9559,-103.4813
Amelia,OH,Ohio,39.0229,-84.2184
Amelia,LA,Louisiana,29.6645,-91.1072
Amelia Court House,VA,Virginia,37.3366,-77.9882
Amenia,ND,North Dakota,47.0065,-97.2241
American Canyon,CA,California,38.1796,-122.2583
American Falls,ID,Idaho,42.7828,-112.8541
American Fork,UT,Utah,40.3792,-111.7952
Americus,GA,Georgia,32.0736,-84.2249
Americus,KS,Kansas,38.5066,-96.2616
Americus,IN,Indiana,40.5254,-86.7476
Amery,WI,Wisconsin,45.3045,-92.3635
Ames,IA,Iowa,42.0259,-93.6215
Ames,TX,Texas,30.0451,-94.7373
Ames,OK,Oklahoma,36.2471,-98.1867
Ames,NY,New York,42.8373,-74.6016
Ames Lake,WA,Washington,47.6346,-121.9664
Amesbury,MA,Massachusetts,42.853,-70.9446
Amesti,CA,California,36.9583,-121.7805
Amesville,OH,Ohio,39.4016,-81.9549
Amherst,MA,Massachusetts,42.3645,-72.5069
Amherst,OH,Ohio,41.4022,-82.2303
Amherst,VA,Virginia,37.5816,-79.0509
Amherst,WI,Wisconsin,44.4475,-89.2832
Amherst,TX,Texas,34.012,-102.4148
Amherst,NE,Nebraska,40.8385,-99.2694
Amherst,CO,Colorado,40.6831,-102.1727
Amherst Center,MA,Massachusetts,42.3757,-72.5188
Amherst Junction,WI,Wisconsin,44.4687,-89.3167
Amherstdale,WV,West Virginia,37.7799,-81.8183
Amidon,ND,North Dakota,46.4823,-103.3194
Amistad,TX,Texas,29.5245,-101.153
Amite City,LA,Louisiana,30.7323,-90.5133
Amity,OR,Oregon,45.1155,-123.2034
Amity,AR,Arkansas,34.2662,-93.4634
Amity,MO,Missouri,39.8683,-94.4354
Amity Gardens,PA,Pennsylvania,40.2719,-75.7321
Amityville,NY,New York,40.6696,-73.4156
Ammon,ID,Idaho,43.4746,-111.9569
Amo,IN,Indiana,39.6889,-86.6127
Amoret,MO,Missouri,38.2549,-94.5873
Amorita,OK,Oklahoma,36.924,-98.2936
Amory,MS,Mississippi,33.9813,-88.4823
Amsterdam,NY,New York,42.942,-74.1907
Amsterdam,OH,Ohio,40.4717,-80.9217
Amsterdam,MO,Missouri,38.3495,-94.589
Amsterdam,MT,Montana,45.7462,-111.3301
Anacoco,LA,Louisiana,31.2545,-93.344
Anaconda,MT,Montana,46.0607,-113.0679
Anacortes,WA,Washington,48.4878,-122.6292
Anadarko,OK,Oklahoma,35.0652,-98.2441
Anaheim,CA,California,33.839,-117.8572
Anahola,HI,Hawaii,22.1455,-159.3151
Anahuac,TX,Texas,29.7649,-94.6787
